Name,Link Product,Store,Type,Author Name,Short Description,Publisher,Translators,Categories,Width,Length,Height,Product ID,Price,Original Price,Discount,Discount Rate,Rating,Review Count,Quantity Sold,Number of page,Range Price,Publication Date,Publication Year
Thiếu Niên Takato Và Vụ Án Kỳ Bí (Thám Tử Kindaichi Phần Đặc Biệt),https://tiki.vn/thieu-nien-takato-va-vu-an-ky-bi-tham-tu-kindaichi-phan-dac-biet-p271959273.html?spid=271959274,Nhà Xuất Bản Trẻ,simple,"Seimaru Amagi, Fumiya Sato","Tác giả: Dịch giả: Khổ sách: 11,3x16,6cmSố trang: 204Giá bán: 50,000 VNĐISBN: 978-604-1-23714-8In lần thứ 1 năm 2023Giới thiệu tóm tắt tác phẩm:Takato Yoichi vốn là con trai của một thiên tài...",NXB Trẻ,Unknown,"Truyện Tranh, Manga, Comic",13.0,18.0,0.0,271959273,47500,50000,2500,5,0.0,0,20.0,204.0,Mức 1,2022-04-13 00:00:00,2022.0
Muôn Kiếp Nhân Sinh 3 (Khổ Nhỏ),https://tiki.vn/muon-kiep-nhan-sinh-3-kho-nho-p271288184.html?spid=271288185,Tiki Trading,simple,Nguyên Phong,"Nối tiếp câu chuyện và tinh thần của tập 1 và tập 2, “Muôn Kiếp Nhân Sinh – tập 3” tiếp tục đưa bạn đọc đi qua hành trình thức tỉnh tâm linh của nhân vật chính Thomas. Không chỉ là hồi tiếp theo trong...",First News - Trí Việt,Unknown,Sách Tôn Giáo - Tâm Linh,11.5,16.5,0.0,271288184,89100,128000,38900,30,4.6,8,105.0,544.0,Mức 2,2023-08-08 00:00:00,2023.0
Chiến Thắng Con Quỷ Trong Bạn - Bí Quyết Tự Do Và Thành Công (Tái Bản),https://tiki.vn/chien-thang-con-quy-trong-ban-bi-quyet-tu-do-va-thanh-cong-tai-ban-p143186001.html?spid=143186002,Tiki Trading,simple,Napoleon Hill,"Cuốn sách là cuộc trò chuyện của Napoleon Hill và Con Quỷ. Sau bao nhiêu năm miệt mài nghiên cứu cuối cùng ông cũng phát hiện ra Con Quỷ, bắt nó phải thú tội và tiết lộ những sự thật kinh hoàng về nơi...",Thái Hà,Thanh Minh,Sách tư duy - Kỹ năng sống,15.5,24.0,0.0,143186001,78000,115000,37000,32,4.8,293,2701.0,293.0,Mức 2,2021-11-01 00:00:00,2021.0
Bút gel Lalunavn ngòi 0.5mm nhiều màu tùy chọn cho học sinh mira- A24,https://tiki.vn/but-gel-mira-ngoi-0-5mm-nhieu-mau-tuy-chon-cho-hoc-sinh-lalunavn-a24-p153945429.html?spid=153945431,Lalunavn Store,configurable,Unknown," Giới thiệu sản phẩm: Bút gel MIRA ngòi 0.5mm nhiều màu tùy chọn cho học sinh Lalunavn- A24- Đối với các bạn đang trong độ tuổi đi học thì những dụng cụ học tập như bút bi, bút mực gel, bút viết, bă...",Others,Unknown,Bút gel - Bút nước,13.0,20.0,0.0,153945429,6900,6900,0,0,5.0,15,123.0,408.5788395904437,Mức 1,2019-01-04 00:00:00,2019.0
"Sổ Tay Ghi Chép Lò Xo Kẻ Ngang A5 Gáy Xoắn 120 Trang Deli - Phù Hợp Làm Sổ Kế Hoach Planner, Viết Nhật Kí, Tập Vở Học Sinh Sổ Tay Văn Phòng - Màu Ngẫu Nhiên - LA560 ELA560 LPA560",https://tiki.vn/so-tay-ghi-chep-lo-xo-ke-ngang-a5-gay-xoan-120-trang-deli-phu-hop-lam-so-ke-hoach-planner-viet-nhat-ki-su-dung-nhu-tap-vo-hoc-sinh-mau-ngau-nhien-la560-p191693167.html?spid=230000008,Deli Official Store,configurable,Unknown,"SỔ TAY GHI CHÉP A5 GÁY XOẮN 120 TRANGTÍNH NĂNG SẢN PHẨM:️ Sổ được làm bằng chất liệu chống lóa, bảo vệ cho đôi mắt của bạn️ Giấy kẻ ngang thuận tiện cho việc ghi chép thông tin️ Sổ bìa có các màu cổ ...",Others,Unknown,Sổ Tay Các Loại,18.5,23.5,0.0,191693167,16000,28800,12800,44,5.0,104,2267.0,408.5788395904437,Mức 1,2019-01-10 00:00:00,2019.0
Mindmap English Grammar - Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy,https://tiki.vn/mindmap-english-grammar-ngu-phap-tieng-anh-bang-so-do-tu-duy-p6926849.html?spid=20470729,Nhà sách Fahasa,simple,Đỗ Nhung,Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy5 Sai lầm khi học khiến ngữ pháp tiếng Anh của bạn MÃI KHÔNG KHÁ LÊN NỔI!Quá chú trọng vào công thứcPhương pháp này rất hữu hiệu cho các bạn học ngữ pháp chỉ đ...,MCBOOKS,Unknown,Sách Học Tiếng Anh,17.0,24.0,0.0,6926849,152000,190000,38000,20,5.0,256,1128.0,292.0,Mức 4,2020-02-02 00:00:00,2020.0
Nhân Duyên Tiền Kiếp,https://tiki.vn/nhan-duyen-tien-kiep-p205574133.html?spid=205574134,Tiki Trading,simple,Dick Sutphen,"“Tuyệt đối không nghi ngờ gì nữa, các cặp đôi đang bên nhau ở kiếp này đã từng ở bên nhau trong nhiều kiếp trước…”Sau khi được thôi miên và nhìn thấy tiền kiếp của chính mình, Dick Sutphen đã trở thà...",1980 Books,Thảo Nguyên,Sách Tôn Giáo - Tâm Linh,13.0,20.5,0.0,205574133,132000,195000,63000,32,4.8,136,1410.0,436.0,Mức 3,2022-11-11 00:00:00,2022.0
"Báo Cáo Thuyết Phục, Hạ Gục Cấp Trên",https://tiki.vn/bao-cao-thuyet-phuc-ha-guc-cap-tren-p69196015.html?spid=73385061,Nhà sách Fahasa,simple,Lưu Hồi,"Bạn làm việc tốt như vậy, cấp trên có biết chăng! Nếu như cấp trên không nhìn thấy, vậy thì người bị đào thải sẽ chính là bạn; nếu như cấp trên chỉ nhìn thấy bạn rất chăm chỉ, thì thăng chức tăng l...",1980 Books,Nguyễn Tú Quyên,Root,13.0,20.5,0.0,69196015,119200,149000,29800,20,5.0,1,8.0,348.0,Mức 3,2020-10-15 00:00:00,2020.0
Nuôi Dạy Em Bé Có Chính Kiến,https://tiki.vn/nuoi-day-em-be-co-chinh-kien-p270504783.html?spid=270504785,Tiki Trading,simple,Alicia Vu,"NUÔI DẠY EM BÉ CÓ CHÍNH KIẾNCuốn sách giúp bạn trong hành trình tìm lại chính kiến của mìnhNuôi dạy con trong kỷ luật nhưng không làm thui chột chính kiến của trẻDuy trì mối quan hệ lành mạnh, bình...",Sky Mommy,Unknown,Sách Làm Cha Mẹ,14.5,20.5,0.0,270504783,85900,108000,22100,20,5.0,1,92.0,248.0,Mức 2,2023-08-18 00:00:00,2023.0
Diệt Chủng,https://tiki.vn/diet-chung-p262663938.html?spid=262663939,Tiki Trading,simple,Takano Kazuaki,"Koga Kento, cậu sinh viên cao học chuyên ngành hóa dược, đột ngột nhận được email từ người cha quá cố. Bức thư tuyệt mệnh lạ lùng đã dẫn cậu lần ra một phòng thí nghiệm tư nhân bí ẩn. Cha cậu – một nh...",Nhã Nam,Hồ Kiều Lan,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,15.5,24.0,0.0,262663938,207000,279000,72000,26,5.0,7,75.0,585.0,Mức 5,2022-03-10 09:20:17,2022.0
Tâm Lý Học Hài Hước (Tái Bản),https://tiki.vn/tam-ly-hoc-hai-huoc-tai-ban-p38223395.html?spid=43751692,Nhà sách Fahasa,simple,Richard Wiseman,"Đã bao giờ bạn tự hỏi tại sao nhạc sĩ dở tệ luôn luôn giành chiến thắng trong cuộc thi Eurovision Song Contest, hoặc làm thế nào mà những chính trị gia không đủ năng lực lại được bầu?Trong khi các n...",Thái Hà,Unknown,Sách tiếng Việt,15.5,24.0,0.0,38223395,71200,89000,17800,20,4.8,23,130.0,294.0,Mức 2,2019-10-01 00:00:00,2019.0
Hơi Thở Con Sen,https://tiki.vn/hoi-tho-con-sen-p216226700.html?spid=216226703,Tiki Trading,simple,Phùng Thái Học,"Sự lên ngôi của content là một điều tất yếu, là xu hướng lâu dài mà không ai có thể đứng ngoài. Dù bạn muốn tiến xa ở bất cứ vị trí nào trong Digital Marketing, kiến thức content vẫn là thứ mà bạn phả...",Alphabooks,Unknown,Sách Marketing - Bán hàng,16.0,24.0,0.0,216226700,136000,199000,63000,32,5.0,17,305.0,276.0,Mức 3,2023-01-01 00:00:00,2023.0
"Phát triển năng lực cảm xúc xã hội - Giúp tăng trưởng EQ, thúc đẩy thành công",https://tiki.vn/phat-trien-nang-luc-cam-xuc-xa-hoi-giup-tang-truong-eq-thuc-day-thanh-cong-p210277396.html?spid=210277404,Tiki Trading,simple,Hong Dinh,"Từ thời Hy Lạp cổ đại, Plato đã đề xuất một chương trình giáo dục toàn diện; đào tạo cân bằng thể chất, hội họa, toán, khoa học, nhân cách, đạo đức chứ không thiên lệch về IQ.Thế kỷ XX, giáo dục cảm ...",Nhã Nam,Unknown,Sách Làm Cha Mẹ,14.5,20.5,0.0,210277396,113000,152000,39000,26,4.7,15,268.0,292.0,Mức 3,2022-12-01 00:00:00,2022.0
Combo sách Toyota - Trọn bộ 11 cuốn - Bí quyết thành công của doanh nghiệp hàng đầu thế giới,https://tiki.vn/combo-sach-toyota-tron-bo-11-cuon-bi-quyet-thanh-cong-cua-doanh-nghiep-hang-dau-the-gioi-p180396328.html?spid=215403770,Bảo Châu Books,simple,"Yoshihito Wakamatsu, Olt Solutions, OJT Solutions, DJT Solutions, OJT Solutions, Kubo Hisao, Yoshihito Wakamatsu","Lịch sử thương hiệu ToyotaCombo sách Toyota - Trọn bộ 11 cuốn - Bí quyết thành công của doanh nghiệp hàng đầu thế giớiBộ sách là những quyển sách có những câu chuyện nhỏ, súc tích, độc giả sẽ thấy đ...",An Nam Books,Nhóm Việt Fuji,Bài học kinh doanh,13.0,18.0,2.0,180396328,845600,1057000,211400,20,0.0,0,13.0,2400.0,Mức 5,2022-05-01 21:46:04,2022.0
"Sách - Kinh Địa Tạng Bồ Tát Bổn Nguyện Bìa Da,Bìa Thường",https://tiki.vn/sach-kinh-dia-tang-bo-tat-bon-nguyen-bia-da-bia-thuong-p196019293.html?spid=214664710,Sáng Tạo Trẻ,configurable,HT.Thích Trí Tịnh,Tác giả: HT. Thích Trí TịnhSách - Kinh Địa Tạng Bồ Tát Bổn Nguyện thuộc nhà xuất bản Tôn Giáo sản xuất quý II/2021Số trang 244 trang khổ in 14.5x20.5cmNhà Phát Hành: Công ty TNHH TM-DV-VH Hương Tra...,Công ty TNHH TM & DV Văn Hóa Hương Trang,Unknown,Sách Tôn Giáo - Tâm Linh,19.0,19.0,0.0,196019293,33000,34000,1000,3,5.0,25,467.0,242.0,Mức 1,2021-04-29 00:38:51,2021.0
Khác Biệt Để Dẫn Đầu Trong Kinh Doanh,https://tiki.vn/khac-biet-de-dan-dau-trong-kinh-doanh-p24005274.html?spid=25199401,Nhà sách Fahasa,simple,Jeremy Gutsche,"Cuốn sách “Khác biệt để dẫn đầu trong kinh doanh” là công cụ thông minh giúp bạn tìm thấy những ý tưởng đột phá trong kinh doanh. Bằng những nghiên cứu chuyên sâu của mình, tác giả Jeremy Gutsche đã đ...",1980 Books,Linh Nguyễn,Root,13.0,20.5,0.0,24005274,111200,139000,27800,20,0.0,0,7.0,432.0,Mức 3,2019-07-01 00:00:00,2019.0
VƯỢT LÊN NHỮNG CON ĐƯỜNG KINH DOANH (Phan Minh Thông),https://tiki.vn/vuot-len-nhung-con-duong-kinh-doanh-phan-minh-thong-p152862081.html?spid=152862082,Sbooks,simple,Phan Minh Thông,"VƯỢT LÊN, NHỮNG CON ĐƯỜNG KINH DOANHCuốn sách bao gồm 30 câu chuyện ngắn và bài viết, được doanh nhân/tác giả Phan Minh Thông dày công ghi chép trong4 năm, xuyên suốt thời Covid. Bạn đọc sẽ được trải ...",BIZBOOKS,Unknown,Bài học kinh doanh,18.5,23.5,0.0,152862081,125000,125000,0,0,4.6,10,115.0,204.0,Mức 3,2021-11-10 02:36:48,2021.0
Xứ Cát,https://tiki.vn/xu-cat-p145288029.html?spid=145288030,Tiki Trading,simple,Frank Herbert,"Sơ lược về tác phẩm Một thời điểm rất xa trong tương lai…Từ đời này sang đời khác, người Fremen trên hành tinh sa mạc lưu truyền lời tiên tri về một đấng cứu tinh sẽ dẫn dắt họ giành lấy tự do đích t...",Nhã Nam,Trần Tiễn Cao Đăng,Sách tiếng Việt,17.0,25.0,0.0,145288029,182000,249000,67000,27,4.7,1189,6062.0,714.0,Mức 4,2021-12-01 00:00:00,2021.0
Boxset 4 Cuốn: Cá Voi Đêm Bão Và Những Câu Chuyện Khác…,https://tiki.vn/boxset-4-cuon-ca-voi-dem-bao-va-nhung-cau-chuyen-khac-p63516905.html?spid=68124197,Nhà sách Fahasa,simple,Benji Davies,"Những câu chuyện cảm động và đầy ý nghĩa về tình bạn, tình cảm gia đình, tình yêu thiên nhiên… được thể hiện bằng màu sắc và đường nét tuyệt đẹp. Các tác phẩm trong tuyển tập đều giành được những giải...",NXB Kim Đồng,"Toto, Ngô Hà Thu, Nam Thắng",Root,25.0,22.0,0.0,63516905,176000,200000,24000,12,5.0,66,285.0,128.0,Mức 4,2020-08-01 00:00:00,2020.0
Kinh Địa Tạng (Tái bản),https://tiki.vn/kinh-dia-tang-tai-ban-p261825411.html?spid=261825412,Khai Tuệ,simple,Thích Nhật Từ,"Quyển Kinh Địa Tạng gồm 3 phần chính: phần dẫn nhập, phần chánh Kinh (gồm 13 phẩm), phần hồi hướng.Bồ Tát Địa Tạng là vị Bồ Tát quan trọng trong Phật giáo Đại Thừa.Kinh Địa Tạng nói về hạnh nguyện đ...",Công Ty TNHH Dịch Vụ Khai Tuệ,Unknown,Sách Tôn Giáo - Tâm Linh,13.5,21.0,0.0,261825411,45000,45000,0,0,5.0,5,88.0,164.0,Mức 1,2023-04-04 15:54:01,2023.0
Giáo Trình Chuẩn HSK 2 - Bài Học (Kèm file MP3),https://tiki.vn/giao-trinh-chuan-hsk-2-bai-hoc-kem-file-mp3-p544731.html?spid=268145,Tiki Trading,simple,Khương Lệ Bình,"Giáo Trình Chuẩn HSK 2 - Bài HọcĐược chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:Kết hợp thi cử và giảng dạy: Được biên soạn phù hợp với nội dung, h...",Nhân Trí Việt,Unknown,Sách Học Tiếng Hoa,21.0,28.5,0.0,544731,146800,198000,51200,26,5.0,445,3295.0,144.0,Mức 3,2016-09-14 00:00:00,2016.0
Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),https://tiki.vn/buoc-cham-lai-giua-the-gian-voi-va-tai-ban-p3639597.html?spid=20485931,Nhà sách Fahasa,simple,Hae Min,"Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản)Chen vai thích cánh để có một chỗ bám trên xe buýt giờ đi làm, nhích từng xentimét bánh xe trên đường lúc tan sở, quay cuồng với thi cử và tiến độ công việ...",Nhã Nam,Unknown,Sách tiếng Việt,14.0,20.5,0.0,3639597,66300,85000,18700,22,5.0,367,2286.0,256.0,Mức 2,2020-03-01 00:00:00,2020.0
Harry Potter và Hòn đá phù thủy (Tái Bản 2022),https://tiki.vn/harry-potter-va-hon-da-phu-thuy-tai-ban-2022-p192125792.html?spid=261803271,Nhà Xuất Bản Trẻ,simple,J.K.Rowling,"Khi một lá thư được gởi đến cho cậu bé Harry Potter bình thường và bất hạnh, cậu khám phá ra một bí mật đã được che giấu suốt cả một thập kỉ. Cha mẹ cậu chính là phù thủy và cả hai đã bị lời nguyền củ...",NXB Trẻ,Unknown,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,14.0,20.0,0.0,192125792,120000,150000,30000,20,0.0,0,5.0,408.5788395904437,Mức 3,2022-08-01 00:00:00,2022.0
i-Learn English for Math 2 Student's book 2nd edition,https://tiki.vn/i-learn-english-for-math-2-p150709654.html?spid=150709655,Dtpbooks,simple,Unknown,"Bộ sách i-Learn English for Math gồm 5 cấp độ dành cho cấp tiểu học nhằm cung cấp cho học sinh nền tảng vững chắc về ngôn ngữ toán học, kiến thức và các kỹ năng cần thiết. ĐẶC ĐIỂM NỔI BẬT: Bài học...",CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Unknown,Elementary School: Grades 1 - 5,14.5,20.5,0.0,150709654,99000,99000,0,0,0.0,0,23.0,408.5788395904437,Mức 2,2020-09-15 00:00:00,2020.0
Chiến Lược Giao Dịch Của Jesse Livermore,https://tiki.vn/chien-luoc-giao-dich-cua-jesse-livermore-p181699658.html?spid=181699659,Tiki Trading,simple,"Jesse Livermore, Richard D.Wyckoff",“Chiến lược giao dịch của Jesse Livermore” - cuốn sách ngắn được Livermore viết vào năm 1940 trước khi ông tự tử. Cuốn sách tóm tắt lại những thành công cũng như thất bại của ông trong đầu cơ chứng kh...,1980 Books,1980Books dịch,Bài học kinh doanh,13.0,19.0,0.0,181699658,105000,159000,54000,34,4.6,46,317.0,304.0,Mức 3,2022-05-05 00:00:00,2022.0
"Sách - Cắt, gấp, tô màu - Hơn 20 hình dán và sticker rèn luyện kỹ năng cho trẻ 3 - 9 tuổi - Bộ 3 cuốn - Đinh Tị Books",https://tiki.vn/sach-cat-gap-to-mau-hon-20-hinh-dan-va-sticker-ren-luyen-ky-nang-cho-tre-3-9-tuoi-bo-3-cuon-dinh-ti-books-p271038516.html?spid=271038518,Mộc Nhiên Kids Store,configurable,Unknown,"1, Thông tin sản phẩmSách - Cắt, gấp, tô màu - Sách sáng tạo dành cho bé 3-9 tuổi - Đinh Tị BooksTác giả: Tác giả: Elizabeth Golding; Minh họa: Jayne ScholfieldDịch giả: Dương NguyễnĐộ tuổi: Dành ...",Đinh Tị,Unknown,Tô màu - Luyện chữ,13.0,20.0,0.0,271038516,43200,48000,4800,10,0.0,0,3.0,32.0,Mức 1,2020-12-12 00:00:00,2020.0
Độc Lập Tài Chính - Financial Freedom,https://tiki.vn/doc-lap-tai-chinh-financial-freedom-p230009473.html?spid=230009474,Tiki Trading,simple,Grant Sabatier,"Năm 2010, chàng trai Grant Sabatier 24 tuổi tỉnh dậy với 2,26 đô la trong tài khoản ngân hàng. Năm năm sau, anh đã có giá trị ròng là hơn 1,25 triệu đô la. Ở tuổi 30, anh đã đạt được tự do tài chính....",Nhã Nam,Bùi Thu Hà,Sách tư duy - Kỹ năng sống,15.5,24.0,0.0,230009473,156000,208000,52000,25,4.7,11,104.0,402.0,Mức 4,2021-11-11 00:00:00,2021.0
Minh Nhật Tinh Trình Tập 2,https://tiki.vn/minh-nhat-tinh-trinh-tap-2-p270300483.html?spid=270300485,Tiki Trading,configurable,Kim Cương Quyển,Minh Nhật Tinh Trình Tập 2Bản Đặc BIệt Tặng Kèm :Bookmark bồi cứng (kẹp trong sách)Ticket Hologram (kẹp trong sách)Thiệp cưới (kẹp trong sách)Bản Thường Tặng Kèm : Bookmark bồi cứng (kẹp trong ...,Skynovel,Ngọc Phương dịch,Truyện đam mỹ,14.5,20.5,0.0,270300483,146000,198000,52000,26,5.0,17,130.0,545.0,Mức 3,2022-08-08 00:00:00,2022.0
Tĩnh Lặng (Tái Bản Lần Thứ 11/2020),https://tiki.vn/tinh-lang-tai-ban-lan-thu-11-2020-p63587072.html?spid=67241940,Nhà sách Fahasa,simple,Thích Nhất Hạnh,"Còn sống và bước đi trên mặt đất này là một phép lạ, nhưng hầu hết chúng ta lại chạy đi tìm hạnh phúc ở một nơi xa xôi nào đó như thể là có một nơi tốt đẹp hơn để đến vậy. Chúng ta mất rất nhiều thời ...",Thái Hà,Chân Hội Nghiêm chuyển ngữ,Root,13.0,20.5,0.0,63587072,53900,69000,15100,22,5.0,41,357.0,188.0,Mức 2,2020-08-28 17:51:34,2020.0
Sách - Flash Card Hóa Học Quanh Ta - Hợp Chất,https://tiki.vn/sach-flash-card-hoa-hoc-quanh-ta-hop-chat-p270655051.html?spid=270655052,Korichi Official,simple,Unknown,Flash Card Hóa Học - Hợp Chất - Hóa Học Quanh Ta - Học Giỏi Toán Thông tin :- Khổ : 10x15- Số trang : 24 trang- Số Chất : 23 chất- Định dạng : Bìa Cứng- Năm xuất bản : 2023 Ưu điểm của Flash ...,Others,Unknown,Flashcards Cho Bé,14.5,20.5,0.0,270655051,49500,99000,49500,50,0.0,0,24.0,408.5788395904437,Mức 1,2021-06-01 00:00:00,2021.0
Bồ Câu Bay Đi Tìm Bà,https://tiki.vn/bo-cau-bay-di-tim-ba-p130996082.html?spid=130996083,Tiki Trading,simple,Walter Macken,"""Đã bao giờ bạn đọc một cuốn sách phiêu lưu mà ngọt ngào đến thế này chưa? Ngọt từ chú bé mồ côi vẫn còn ở tuổi ham bắn bi, đá bóng mà đã dám ra một quyết định tày trời: bỏ nhà ra đi để bảo vệ người m...",Nhã Nam,Nguyễn Bích Lan,Sách tiếng Việt,14.0,20.5,0.0,130996082,57300,77000,19700,26,5.0,210,1822.0,220.0,Mức 2,2021-10-01 00:00:00,2021.0
7 Chiến Lược Thịnh Vượng Và Hạnh Phúc (Tái Bản),https://tiki.vn/7-chien-luoc-thinh-vuong-va-hanh-phuc-tai-ban-p109310241.html?spid=127545014,Tiki Trading,simple,Jim Rohn,"7 Chiến Lược Thịnh Vượng Và Hạnh PhúcNăm 25 tuổi, Jim Rohn tổng kết lại chặng đường đã qua và hoảng hốt nhận ra rằng cuộc sống của ông khác xa với những mục tiêu mà ông tự đặt ra cho mình. Giữa lúc t...",Thái Hà,Unknown,Sách kỹ năng làm việc,13.0,20.5,0.0,109310241,56100,85000,28900,34,5.0,109,1461.0,216.0,Mức 2,2021-06-02 15:02:05,2021.0
Cambridge Ielts 15 Academic With Answers (Savina),https://tiki.vn/cambridge-ielts-15-academic-with-answers-savina-p196005879.html?spid=196005880,Nhà sách Fahasa,simple,Cambridge,"    Cambridge IELTS 15 ACADEMIC – Cuốn sách thứ 15 trong bộ sách huyền thoại Cambridge IELTS từ nhà xuất bản Cambridge, với 2 phiên bản Academic và General Training đã chính thức lên kệ tại Công ty...",Cty Sách VN,Unknown,Root,14.0,20.5,0.0,196005879,151800,165000,13200,8,4.7,18,188.0,408.5788395904437,Mức 4,2019-11-01 00:00:00,2019.0
SÁCH THIẾU NHI CHO TRẺ 3-4 TUỔI_Tư duy (3~4 tuổi),https://tiki.vn/tu-duy-3-4-tuoi-giao-duc-nhat-ban-bo-sach-danh-cho-lua-tuoi-nhi-dong-thich-hop-cho-tre-bat-dau-muon-lam-thu-nhieu-viec-p56318325.html?spid=56318326,Tủ sách thiếu nhi UIH,simple,Unknown,"TƯ DUY (3~4 tuổi)Tủ sách thiếu nhi Nhật Bản dành chobes từ 3 đến 4 tuổi Thích hợp cho trẻ bắt đầu muốn làm thử nhiều việc, kích thích trẻ phát triển tư duy☆ Khi bé bắt đầu khám phá thế giới, một kỹ nă...",Nhiều công ty phát hành,Gakken,Sách tiếng Việt,14.5,20.5,0.0,56318325,185000,185000,0,0,5.0,20,117.0,76.0,Mức 4,2020-03-04 14:30:36,2020.0
Sách - Combo Lịch Sử Và Tôn Giáo Thế Giới,https://tiki.vn/sach-combo-lich-su-va-ton-giao-the-gioi-p271627487.html?spid=271627492,Zenbooks Official,configurable,"John Bowker, Philip Parker",1. “LỊCH SỬ THẾ GIỚI”Công ty phát hành : ZenbooksNXB : NXB Dân TríTác giả : Philip ParkerDịch giả : Dương Nguyên - Phương UyênKhổ: 5 x 19.5 x 23.5 cmSố trang : 416Loại bìa : Bìa cứngXuất bản n...,Zenbooks,Unknown,Sách tiếng Việt,13.0,19.0,0.0,271627487,344000,430000,86000,20,4.0,3,19.0,768.0,Mức 5,2023-08-01 15:28:19,2023.0
Máy Tính CASIO FX580VN X,https://tiki.vn/may-tinh-casio-fx580vn-x-p104769768.html?spid=107005445,Nhà sách Fahasa,configurable,Unknown,"Máy Tính Casio FX580VN X-BU (Màu Xanh) thuộc dòng máy tính khoa học ClassWiz, được hãng máy tính Casio Nhật Bản sản xuất dành riêng cho nền giáo dục Việt. Sản phẩm tích hợp tới 521 tính năng, trong đó...",Others,Unknown,Máy Tính Khoa Học,16.0,24.0,0.0,104769768,681300,757000,75700,10,5.0,716,2492.0,408.5788395904437,Mức 5,2021-06-12 00:00:00,2021.0
Trí Tuệ Cảm Xúc Cao: Cách Giao Tiếp Giúp Bạn Chinh Phục Lòng Người,https://tiki.vn/tri-tue-cam-xuc-cao-cach-giao-tiep-giup-ban-chinh-phuc-long-nguoi-p271337309.html?spid=271337310,BizbooksJSC,simple,Unknown,"Lần đầu tiên gặp một người lạ, bạn có biết nên chào hỏi họ như thế nào không?Đối diện với sự tấn công bằng lời nói ác ý từ những người khác, bạn sẽ đáp lại như thế nào?Muốn chỉ ra lỗi lầm của người k...",BIZBOOKS,Unknown,Sách tư duy - Kỹ năng sống,18.5,18.5,0.0,271337309,145000,145000,0,0,0.0,0,25.0,408.5788395904437,Mức 3,2021-12-12 00:00:00,2021.0
Bộ bút Bộ bút Gel nhiều màu/ Set bút gel nhiều màu – 12 màu- Ngòi 0.5mm,https://tiki.vn/bo-but-bo-but-gel-nhieu-mau-set-but-gel-nhieu-mau-12-mau-ngoi-0-5mm-p198076557.html?spid=198076559,RIN,configurable,Unknown,"Bút mực gel Resun phù hợp để ghi chép hằng ngày phục vụ nhu cầu học tập và làm việc. Với thiết kế đơn giản và nhẹ nhàng, bút mực gel Resun phù hợp với mọi độ tuổi. ----------------------------------...",Others,Unknown,Bút gel - Bút nước,15.0,23.0,0.0,198076557,79000,129000,50000,39,5.0,24,228.0,408.5788395904437,Mức 2,2020-08-01 00:00:00,2020.0
Kỹ năng tự học cho trẻ tiểu học,https://tiki.vn/ky-nang-tu-hoc-cho-tre-tieu-hoc-p193433626.html?spid=193433627,Tiki Trading,simple,Nguyễn Thị Thu,Làm thế nào để giúp trẻ tự giác và có hứng thú trong học tập. Làm thế nào để con có động lực cố gắng. Làm thế nào để con tập trung. Làm thế nào giúp con yêu đọc sách…Có lẽ đây là những vấn đề trăn trở...,Thái Hà,Unknown,Sách Kiến Thức - Kỹ Năng Cho Trẻ,14.5,20.5,0.0,193433626,142000,199000,57000,29,5.0,28,560.0,436.0,Mức 3,2022-07-01 00:00:00,2022.0
Combo 2 Cuốn: Thần Số Học + Thần Số Học Ứng Dụng,https://tiki.vn/combo-2-cuon-than-so-hoc-than-so-hoc-ung-dung-p145977554.html?spid=145977555,Tiki Trading,simple,.,Bạn đã từng băn khoăn khi tình cờ nhìn thấy các dãy số lặp lại chưa?Bạn có từng thắc mắc sao chỉ ngay trong lần đầu tiên gặp đã có những người mang lại cho bạn cảm giác thân thiết hay không?Ngày sin...,Booklife,Nhiều Dịch Giả,Sách Chiêm Tinh - Horoscope,14.0,20.0,0.0,145977554,235000,348000,113000,32,4.8,98,705.0,408.5788395904437,Mức 5,2021-12-01 00:00:00,2021.0
Thơ Xuân Diệu,https://tiki.vn/tho-xuan-dieu-p13828946.html?spid=20428509,Nhà sách Fahasa,simple,Xuân Diệu,"Trong sự nghiệp sáng tác thơ văn của mình, Xuân Diệu được biết đến như là một nhà thơ lãng mạn trữ tình, “Nhà thơ mới nhất trong các nhà thơ mới” (Hoài Thanh), “Ông hoàng của thơ tình”.Xuân Diệu là t...",Huy Hoàng Bookstore,Unknown,Sách tiếng Việt,11.0,18.0,0.0,13828946,30400,38000,7600,20,4.7,25,143.0,180.0,Mức 1,2019-04-01 00:00:00,2019.0
